Country,League,Matchday,Hometeam,Awayteam
Spain,La Liga Primera,35,Oviedo,Getafe
Spain,La Liga Primera,35,Vallecano,Girona
Spain,La Liga Primera,36,Alaves,Barcelona
Spain,La Liga Primera,36,Betis,Elche
Spain,La Liga Primera,36,Celta,Levante
Spain,La Liga Primera,36,Getafe,Mallorca
Spain,La Liga Primera,36,Girona,Sociedad
Spain,La Liga Primera,36,Espanol,Ath Bilbao
Spain,La Liga Primera,36,Osasuna,Ath Madrid
Spain,La Liga Primera,36,Valencia,Vallecano
Spain,La Liga Primera,36,Villarreal,Sevilla
Spain,La Liga Primera,36,Real Madrid,Oviedo
Spain,La Liga Primera,37,Ath Bilbao,Celta
Spain,La Liga Primera,37,Ath Madrid,Girona
Spain,La Liga Primera,37,Barcelona,Betis
Spain,La Liga Primera,37,Elche,Getafe
Spain,La Liga Primera,37,Levante,Mallorca
Spain,La Liga Primera,37,Vallecano,Villarreal
Spain,La Liga Primera,37,Sociedad,Valencia
Spain,La Liga Primera,37,Oviedo,Alaves
Spain,La Liga Primera,37,Osasuna,Espanol
Spain,La Liga Primera,37,Sevilla,Real Madrid
Spain,La Liga Primera,38,Alaves,Vallecano
Spain,La Liga Primera,38,Betis,Levante
Spain,La Liga Primera,38,Celta,Sevilla
Spain,La Liga Primera,38,Espanol,Sociedad
Spain,La Liga Primera,38,Getafe,Osasuna
Spain,La Liga Primera,38,Mallorca,Oviedo
Spain,La Liga Primera,38,Real Madrid,Ath Bilbao
Spain,La Liga Primera,38,Villarreal,Ath Madrid
Spain,La Liga Primera,38,Valencia,Barcelona
Spain,La Liga Primera,38,Girona,Elche
