Country,League,Matchday,Hometeam,Awayteam
Belgium,Jupiler League,23,Waregem,Westerlo
Belgium,Jupiler League,23,Dender,Genk
Belgium,Jupiler League,23,Standard,Anderlecht
Belgium,Jupiler League,23,St. Gilloise,Club Brugge
Belgium,Jupiler League,23,RAAL La Louviere,Gent
Belgium,Jupiler League,23,Cercle Brugge,Antwerp
Belgium,Jupiler League,24,Mechelen,Antwerp
Belgium,Jupiler League,24,Westerlo,St Truiden
Belgium,Jupiler League,24,Genk,Anderlecht
Belgium,Jupiler League,24,Gent,Oud-Heverlee Leuven
Belgium,Jupiler League,24,Waregem,Dender
Belgium,Jupiler League,24,Club Brugge,Standard
Belgium,Jupiler League,24,Charleroi,Cercle Brugge
Belgium,Jupiler League,24,St. Gilloise,RAAL La Louviere
Belgium,Jupiler League,25,Charleroi,Gent
Belgium,Jupiler League,25,Mechelen,Genk
Belgium,Jupiler League,25,Antwerp,Westerlo
Belgium,Jupiler League,25,St Truiden,Waregem
Belgium,Jupiler League,25,Standard,St. Gilloise
Belgium,Jupiler League,25,Anderlecht,RAAL La Louviere
Belgium,Jupiler League,25,Oud-Heverlee Leuven,Dender
Belgium,Jupiler League,25,Cercle Brugge,Club Brugge
Belgium,Jupiler League,26,St. Gilloise,Antwerp
Belgium,Jupiler League,26,Westerlo,Charleroi
Belgium,Jupiler League,26,Dender,St Truiden
Belgium,Jupiler League,26,RAAL La Louviere,Mechelen
Belgium,Jupiler League,26,Waregem,Anderlecht
Belgium,Jupiler League,26,Gent,Cercle Brugge
Belgium,Jupiler League,26,Genk,Standard
Belgium,Jupiler League,26,Club Brugge,Oud-Heverlee Leuven
Belgium,Jupiler League,27,Genk,Gent
Belgium,Jupiler League,27,Cercle Brugge,Dender
Belgium,Jupiler League,27,Charleroi,Club Brugge
Belgium,Jupiler League,27,Anderlecht,Oud-Heverlee Leuven
Belgium,Jupiler League,27,Antwerp,St Truiden
Belgium,Jupiler League,27,Mechelen,Waregem
Belgium,Jupiler League,27,Standard,RAAL La Louviere
Belgium,Jupiler League,27,Westerlo,St. Gilloise
Belgium,Jupiler League,28,Oud-Heverlee Leuven,Westerlo
Belgium,Jupiler League,28,Dender,Charleroi
Belgium,Jupiler League,28,Waregem,Standard
Belgium,Jupiler League,28,St. Gilloise,Genk
Belgium,Jupiler League,28,RAAL La Louviere,Antwerp
Belgium,Jupiler League,28,St Truiden,Cercle Brugge
Belgium,Jupiler League,28,Gent,Mechelen
Belgium,Jupiler League,28,Club Brugge,Anderlecht
Belgium,Jupiler League,29,Mechelen,Anderlecht
Belgium,Jupiler League,29,Charleroi,Oud-Heverlee Leuven
Belgium,Jupiler League,29,Genk,St Truiden
Belgium,Jupiler League,29,Westerlo,Club Brugge
Belgium,Jupiler League,29,Cercle Brugge,RAAL La Louviere
Belgium,Jupiler League,29,Gent,Waregem
Belgium,Jupiler League,29,Antwerp,Standard
Belgium,Jupiler League,29,St. Gilloise,Dender
Belgium,Jupiler League,30,Club Brugge,Mechelen
Belgium,Jupiler League,30,Dender,Gent
Belgium,Jupiler League,30,Standard,Westerlo
Belgium,Jupiler League,30,Waregem,Charleroi
Belgium,Jupiler League,30,Anderlecht,Cercle Brugge
Belgium,Jupiler League,30,RAAL La Louviere,Genk
Belgium,Jupiler League,30,St Truiden,St. Gilloise
Belgium,Jupiler League,30,Oud-Heverlee Leuven,Antwerp
